Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Efficient implementation of the genetic algorithm to solve rich vehicle routing problems","Operational Research","","21","3","10.1007/s12351-019-00521-0","Bochra RabbouchFoued SaâdaouiRafaa Mraihi","2021","http://link.springer.com/article/10.1007/s12351-019-00521-0","Article"
"Two-echelon vehicle routing problem with time windows and simultaneous pickup and delivery","Soft Computing","","26","7","10.1007/s00500-021-06712-2","Hang ZhouHu QinZizhen ZhangJiliu Li","2022","http://link.springer.com/article/10.1007/s00500-021-06712-2","Article"
"Cooperative versus non-cooperative parallel variable neighborhood search strategies: a case study on the capacitated vehicle routing problem","Journal of Global Optimization","","78","2","10.1007/s10898-019-00866-y","Panagiotis KalatzantonakisAngelo SifalerasNikolaos Samaras","2020","http://link.springer.com/article/10.1007/s10898-019-00866-y","Article"
"Distance discount in the green vehicle routing problem offered by external carriers","SN Applied Sciences","","2","8","10.1007/s42452-020-03245-5","Mahmood NosratiAlireza Arshadi Khamseh","2020","http://link.springer.com/article/10.1007/s42452-020-03245-5","Article"
"Two meta-heuristics for solving the capacitated vehicle routing problem: the case of the Tunisian Post Office","Operational Research","","22","1","10.1007/s12351-019-00543-8","Ines SbaiSaoussen KrichenOlfa Limam","2022","http://link.springer.com/article/10.1007/s12351-019-00543-8","Article"
"Optimization of integrated production scheduling and vehicle routing problem with batch delivery to multiple customers in supply chain","Memetic Computing","","14","3","10.1007/s12293-022-00372-x","Tanzila AzadHumyun Fuad RahmanRipon K. ChakraborttyMichael J. Ryan","2022","http://link.springer.com/article/10.1007/s12293-022-00372-x","Article"
"Solving fixed charge transportation problem with truck load constraint using metaheuristics","Annals of Operations Research","","273","1 - 2","10.1007/s10479-017-2692-z","A. N. BalajiJ. Mukund NilakantanIzabela NielsenN. JawaharS. G. Ponnambalam","2019","http://link.springer.com/article/10.1007/s10479-017-2692-z","Article"
"A novel heuristic algorithm for capacitated vehicle routing problem","Journal of Industrial Engineering International","","13","3","10.1007/s40092-017-0187-9","Sena KırHarun Reşit YazganEmre Tüncel","2017","http://link.springer.com/article/10.1007/s40092-017-0187-9","Article"
"Variable neighbourhood search: methods and applications","Annals of Operations Research","","175","1","10.1007/s10479-009-0657-6","Pierre HansenNenad MladenovićJosé A. Moreno Pérez","2010","http://link.springer.com/article/10.1007/s10479-009-0657-6","Article"
"A sample average approximation-based heuristic for the stochastic production routing problem","Central European Journal of Operations Research","","","","10.1007/s10100-024-00913-4","Andreas Geiger","2024","http://link.springer.com/article/10.1007/s10100-024-00913-4","Article"
"Robust Optimization of Municipal Solid Waste Collection and Transportation with Uncertain Waste Output: A Case Study","Journal of Systems Science and Systems Engineering","","31","2","10.1007/s11518-021-5510-8","Sicheng ZhangJianwen ZhangZhiwei ZhaoChunlin Xin","2022","http://link.springer.com/article/10.1007/s11518-021-5510-8","Article"
"A biased-randomized iterated local search for the vehicle routing problem with optional backhauls","TOP","","29","2","10.1007/s11750-020-00558-x","Julio C. LondoñoRafael D. TordecillaLeandro do C. MartinsAngel A. Juan","2021","http://link.springer.com/article/10.1007/s11750-020-00558-x","Article"
"An effective memetic algorithm for UAV routing and orientation under uncertain navigation environments","Memetic Computing","","13","2","10.1007/s12293-021-00334-9","Shang XiangLing WangLining XingYonghao Du","2021","http://link.springer.com/article/10.1007/s12293-021-00334-9","Article"
"A biased-randomized variable neighborhood search for sustainable multi-depot vehicle routing problems","Journal of Heuristics","","26","3","10.1007/s10732-018-9366-0","Lorena Reyes-RubianoLaura CalvetAngel A. JuanJavier FaulinLluc Bové","2020","http://link.springer.com/article/10.1007/s10732-018-9366-0","Article"
"Solving the capacitated location-routing problem by a GRASP complemented by a learning process and a path relinking","4OR","","4","3","10.1007/s10288-006-0001-9","Christian PrinsCaroline ProdhonRoberto Wolfler Calvo","2006","http://link.springer.com/article/10.1007/s10288-006-0001-9","Article"
"Solving a multi-objective sustainable waste collection problem considering a new collection network","Operational Research","","20","4","10.1007/s12351-018-0415-0","Hamed Farrokhi-AslAhmad MakuiArmin JabbarzadehFarnaz Barzinpour","2020","http://link.springer.com/article/10.1007/s12351-018-0415-0","Article"
"DVRP: a hard dynamic combinatorial optimisation problem tackled by an evolutionary hyper-heuristic","Journal of Heuristics","","16","6","10.1007/s10732-010-9126-2","Pablo GarridoMaría Cristina Riff","2010","http://link.springer.com/article/10.1007/s10732-010-9126-2","Article"
"A Granular Local Search Matheuristic for a Heterogeneous Fleet Vehicle Routing Problem with Stochastic Travel Times","Networks and Spatial Economics","","22","1","10.1007/s11067-021-09553-6","Ramon Faganello FachiniVinícius Amaral ArmentanoFranklina Maria Bragion Toledo","2022","http://link.springer.com/article/10.1007/s11067-021-09553-6","Article"
"A column generation approach for an inventory routing problem with fuzzy time windows","Operational Research","","22","2","10.1007/s12351-020-00593-3","Amir Saeed Nikkhah QamsariSeyyed-Mahdi Hosseini-MotlaghSeyed Farid Ghannadpour","2022","http://link.springer.com/article/10.1007/s12351-020-00593-3","Article"
"Analysis of vehicle emissions in location-routing problem","Flexible Services and Manufacturing Journal","","31","1","10.1007/s10696-018-9319-9","Çağrı Koç","2019","http://link.springer.com/article/10.1007/s10696-018-9319-9","Article"
"The prize-collecting vehicle routing problem with single and multiple depots and non-linear cost","EURO Journal on Transportation and Logistics","","2","1 - 2","10.1007/s13676-013-0022-4","Andreas StengerMichael SchneiderDominik Goeke","2013","http://link.springer.com/article/10.1007/s13676-013-0022-4","Article"
"EBBO: an enhanced biogeography-based optimization algorithm for a vehicle routing problem with heterogeneous fleet, mixed backhauls, and time windows","The International Journal of Advanced Manufacturing Technology","","77","9 - 12","10.1007/s00170-014-6512-1","Meryem BerghidaAbdelmadjid Boukra","2015","http://link.springer.com/article/10.1007/s00170-014-6512-1","Article"
"Reduction of CO2 Emissions in Cumulative Multi-Trip Vehicle Routing Problems with Limited Duration","Environmental Modeling & Assessment","","20","4","10.1007/s10666-014-9434-2","Didem CinarKonstantinos GakisPanos M. Pardalos","2015","http://link.springer.com/article/10.1007/s10666-014-9434-2","Article"
"Linear Formulations for the Vehicle Routing Problem with Synchronization Constraints","Journal of Computer and Systems Sciences International","","57","3","10.1134/S106423071803005X","E. López-AguilarV. BoyerM. A. Salazar-AguilarM. Sbihi","2018","http://link.springer.com/article/10.1134/S106423071803005X","Article"
"Solving a bi-objective location routing problem by a NSGA-II combined with clustering approach: application in waste collection problem","Journal of Industrial Engineering International","","13","1","10.1007/s40092-016-0172-8","Masoud RabbaniHamed Farrokhi-AslBahare Asgarian","2017","http://link.springer.com/article/10.1007/s40092-016-0172-8","Article"
"Improved tabu search algorithm for the open vehicle routing problem with soft time windows and satisfaction rate","Cluster Computing","","22","4","10.1007/s10586-018-1957-x","Yangkun XiaZhuo Fu","2019","http://link.springer.com/article/10.1007/s10586-018-1957-x","Article"
"The impact of foldable containers on the cost of empty container relocation in the hinterland of seaports","Maritime Economics & Logistics","","22","1","10.1057/s41278-019-00141-7","Koichi ShintaniRob KoningsEtsuko NishimuraAkio Imai","2020","http://link.springer.com/article/10.1057/s41278-019-00141-7","Article"
"A survey of the standard location-routing problem","Annals of Operations Research","","259","1 - 2","10.1007/s10479-017-2509-0","Michael SchneiderMichael Drexl","2017","http://link.springer.com/article/10.1007/s10479-017-2509-0","Article"
"Vehicle routing in a Spanish distribution company: Saving using a savings-based heuristic","OR Insight","","26","3","10.1057/ori.2013.2","Alex GrasasJose Caceres-CruzHelena R LourençoAngel A JuanMercè Roca","2013","http://link.springer.com/article/10.1057/ori.2013.2","Article"
"Real-time passenger bus routing problems with preferences and tradeoffs","Annals of Mathematics and Artificial Intelligence","","91","2 - 3","10.1007/s10472-022-09812-3","Suhendry EffendyRoland H. C. Yap","2023","http://link.springer.com/article/10.1007/s10472-022-09812-3","Article"
"An exact solution framework for a broad class of vehicle routing problems","Computational Management Science","","7","3","10.1007/s10287-009-0118-3","Roberto BaldacciEnrico BartoliniAristide MingozziRoberto Roberti","2010","http://link.springer.com/article/10.1007/s10287-009-0118-3","Article"
"Intelligent fleet management of autonomous vehicles for city logistics","Applied Intelligence","","52","15","10.1007/s10489-022-03535-y","Elias XidiasParaskevi ZachariaAndreas Nearchou","2022","http://link.springer.com/article/10.1007/s10489-022-03535-y","Article"
"Three multi-start data-driven evolutionary heuristics for the vehicle routing problem with multiple time windows","Journal of Heuristics","","25","3","10.1007/s10732-019-09412-1","Slim BelhaizaRym M’HallahGhassen Ben BrahimGilbert Laporte","2019","http://link.springer.com/article/10.1007/s10732-019-09412-1","Article"
"A survey on matheuristics for routing problems","EURO Journal on Computational Optimization","","2","4","10.1007/s13675-014-0030-7","Claudia ArchettiM. Grazia Speranza","2014","http://link.springer.com/article/10.1007/s13675-014-0030-7","Article"
"Vehicle Dispatching for Minimizing Arrival Conflicts in Multi-supplier Logistics Network","Arabian Journal for Science and Engineering","","43","6","10.1007/s13369-017-2957-5","Tarit RattanamaneeSuebsak NanthavanijVeeris Ammarapala","2018","http://link.springer.com/article/10.1007/s13369-017-2957-5","Article"
"Artificial neural networks integrated mixed integer mathematical model for multi-fleet heterogeneous time-dependent cash in transit problem with time windows","Neural Computing and Applications","","34","24","10.1007/s00521-022-07659-7","Ertuğrul AyyıldızAlev TaşkınAslıhan YıldızCoşkun Özkan","2022","http://link.springer.com/article/10.1007/s00521-022-07659-7","Article"
"Optimizing routes and stock","Journal of Heuristics","","19","2","10.1007/s10732-011-9182-2","Irma GarcíaJoaquín PachecoAda Alvarez","2013","http://link.springer.com/article/10.1007/s10732-011-9182-2","Article"
"Simheuristic algorithm for a stochastic parallel machine scheduling problem with periodic re-planning assessment","Annals of Operations Research","","320","2","10.1007/s10479-022-04534-5","Victor Abu-MarrulRafael MartinelliSilvio HamacherIrina Gribkovskaia","2023","http://link.springer.com/article/10.1007/s10479-022-04534-5","Article"
"Optimizing vehicle routes in a bakery company allowing flexibility in delivery dates","Journal of the Operational Research Society","","63","5","10.1057/jors.2011.51","J PachecoA AlvarezI GarcíaF Angel-Bello","2012","http://link.springer.com/article/10.1057/jors.2011.51","Article"
"Mutated cuckoo search algorithm for dynamic vehicle routing problem and synchronization occurs within the time slots in home healthcare","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01300-x","R. V. SangeethaA. G. Srinivasan","2021","http://link.springer.com/article/10.1007/s13198-021-01300-x","Article"
"The time-dependent orienteering problem with time windows: a fast ant colony system","Annals of Operations Research","","254","1 - 2","10.1007/s10479-017-2409-3","Cédric VerbeeckPieter VansteenwegenEl-Houssaine Aghezzaf","2017","http://link.springer.com/article/10.1007/s10479-017-2409-3","Article"
"Hybrid evolutionary optimization for takeaway order selection and delivery path planning utilizing habit data","Complex & Intelligent Systems","","8","6","10.1007/s40747-021-00410-0","Min-Xia ZhangJia-Yu WuXue WuYu-Jun Zheng","2022","http://link.springer.com/article/10.1007/s40747-021-00410-0","Article"
"A survey on algorithmic approaches for solving tourist trip design problems","Journal of Heuristics","","20","3","10.1007/s10732-014-9242-5","Damianos GavalasCharalampos KonstantopoulosKonstantinos MastakasGrammati Pantziou","2014","http://link.springer.com/article/10.1007/s10732-014-9242-5","Article"
"Multiobjective problem modeling of the capacitated vehicle routing problem with urgency in a pandemic period","Neural Computing and Applications","","35","5","10.1007/s00521-022-07921-y","Mehmet AltinozO. Tolga Altinoz","2023","http://link.springer.com/article/10.1007/s00521-022-07921-y","Article"
"A memetic algorithm for a real-world dynamic pickup and delivery problem","Memetic Computing","","","","10.1007/s12293-024-00407-5","Ying ZhouLingjing KongLijun YanYunxia LiuHui Wang","2024","http://link.springer.com/article/10.1007/s12293-024-00407-5","Article"
"An Adaptive Tabu Search Algorithm for the Open Vehicle Routing Problem with Split Deliveries by Order","Wireless Personal Communications","","103","1","10.1007/s11277-018-5464-4","Yangkun XiaZhuo Fu","2018","http://link.springer.com/article/10.1007/s11277-018-5464-4","Article"
"A hybrid Granular Tabu Search algorithm for the Multi-Depot Vehicle Routing Problem","Journal of Heuristics","","20","5","10.1007/s10732-014-9247-0","John Willmer EscobarRodrigo LinfatiPaolo TothMaria G. Baldoquin","2014","http://link.springer.com/article/10.1007/s10732-014-9247-0","Article"
"Canadian forces global reach support hubs: facility location and aircraft routing models","Journal of the Operational Research Society","","62","4","10.1057/jors.2010.22","A Ghanmi","2011","http://link.springer.com/article/10.1057/jors.2010.22","Article"
"A new coordinating model for green supply chain and batch delivery scheduling with satisfaction customers","Environment, Development and Sustainability","","24","4","10.1007/s10668-021-01620-9","Maliheh GanjiRahmat RabetSeyed Mojtaba Sajadi","2022","http://link.springer.com/article/10.1007/s10668-021-01620-9","Article"
"A multiperiod location-routing problem arising in the collection of Olive Oil Mill Wastewater","Journal of the Operational Research Society","","67","7","10.1057/jors.2015.121","Renan TunalıoğluÇağrı KoçTolga Bektaş","2016","http://link.springer.com/article/10.1057/jors.2015.121","Article"
"A genetic search-based heuristic for a fleet size and periodic routing problem with application to offshore supply planning","EURO Journal on Transportation and Logistics","","7","2","10.1007/s13676-017-0111-x","Thomas BorthenHenrik LoennechenXin WangKjetil FagerholtThibaut Vidal","2018","http://link.springer.com/article/10.1007/s13676-017-0111-x","Article"
"Bio-inspired VANET routing optimization: an overview","Artificial Intelligence Review","","54","2","10.1007/s10462-020-09868-9","Youcef AzzougAbdelmadjid Boukra","2021","http://link.springer.com/article/10.1007/s10462-020-09868-9","Article"
"A local branching matheuristic for the multi-vehicle routing problem with stochastic demands","Journal of Heuristics","","25","2","10.1007/s10732-018-9392-y","Florent HernandezMichel GendreauOla JabaliWalter Rei","2019","http://link.springer.com/article/10.1007/s10732-018-9392-y","Article"
"Routing problems with loading constraints","TOP","","18","1","10.1007/s11750-010-0144-x","Manuel IoriSilvano Martello","2010","http://link.springer.com/article/10.1007/s11750-010-0144-x","Article"
"Matheuristics: using mathematics for heuristic design","4OR","","20","2","10.1007/s10288-022-00510-8","Marco Antonio BoschettiVittorio Maniezzo","2022","http://link.springer.com/article/10.1007/s10288-022-00510-8","Article"
"Scatter search for the fleet size and mix vehicle routing problem with time windows","Central European Journal of Operations Research","","15","4","10.1007/s10100-007-0036-9","Patrícia Prado BelfioreLuiz Paulo Lopes Fávero","2007","http://link.springer.com/article/10.1007/s10100-007-0036-9","Article"
"Foreword","Computational Management Science","","7","3","10.1007/s10287-009-0114-7","Paolo Toth","2010","http://link.springer.com/article/10.1007/s10287-009-0114-7","Article"
"A Tabu Search Approach for Delivering Pet Food and Flour in Switzerland","Journal of the Operational Research Society","","45","11","10.1057/jors.1994.197","Y. RochatF. Semet","1994","http://link.springer.com/article/10.1057/jors.1994.197","Article"
"Vehicle routing problems with time windows and multiple service workers: a systematic comparison between ACO and GRASP","Central European Journal of Operations Research","","24","1","10.1007/s10100-014-0341-z","Gerald Senarclens de GrancyMarc Reimann","2016","http://link.springer.com/article/10.1007/s10100-014-0341-z","Article"
"Saving-based algorithms for vehicle routing problem with simultaneous pickup and delivery","Journal of the Operational Research Society","","61","10","10.1057/jors.2009.83","Y GajpalP Abad","2010","http://link.springer.com/article/10.1057/jors.2009.83","Article"
"Reducing pollutant emissions in a waste collection vehicle routing problem using a variable neighborhood tabu search algorithm: a case study","TOP","","27","2","10.1007/s11750-019-00505-5","Jose Carlos MolinaIgnacio EguiaJesus Racero","2019","http://link.springer.com/article/10.1007/s11750-019-00505-5","Article"
"Daily aircraft routing for amphibious ready groups","Annals of Operations Research","","264","1 - 2","10.1007/s10479-017-2740-8","Ertan YakıcıRobert F. DellTravis HartmanConnor McLemore","2018","http://link.springer.com/article/10.1007/s10479-017-2740-8","Article"
"Modeling and optimization of nanovector drug delivery systems: exploring the most efficient algorithms","Journal of Nanoparticle Research","","24","6","10.1007/s11051-022-05499-z","Felipe J. Villaseñor-CavazosDaniel Torres-ValladaresOmar Lozano","2022","http://link.springer.com/article/10.1007/s11051-022-05499-z","Article"
"A meta-heuristic for capacitated green vehicle routing problem","Annals of Operations Research","","269","1 - 2","10.1007/s10479-017-2567-3","Shuai ZhangYuvraj GajpalS. S. Appadoo","2018","http://link.springer.com/article/10.1007/s10479-017-2567-3","Article"
"A new ILP-based refinement heuristic for Vehicle Routing Problems","Mathematical Programming","","105","2 - 3","10.1007/s10107-005-0662-8","Roberto De FranceschiMatteo FischettiPaolo Toth","2006","http://link.springer.com/article/10.1007/s10107-005-0662-8","Article"
"Disruption management of the vehicle routing problem with vehicle breakdown","Journal of the Operational Research Society","","62","4","10.1057/jors.2010.19","Q MuZ FuJ LysgaardR Eglese","2011","http://link.springer.com/article/10.1057/jors.2010.19","Article"
"Using parallel & distributed computing for real-time solving of vehicle routing problems with stochastic demands","Annals of Operations Research","","207","1","10.1007/s10479-011-0918-z","Angel A. JuanJavier FaulinJosep JorbaJose CaceresJoan Manuel Marquès","2013","http://link.springer.com/article/10.1007/s10479-011-0918-z","Article"
"Integrated zone picking and vehicle routing operations with restricted intermediate storage","OR Spectrum","","44","3","10.1007/s00291-021-00664-7","Manuel OstermeierAndreas HolzapfelHeinrich KuhnDaniel Schubert","2022","http://link.springer.com/article/10.1007/s00291-021-00664-7","Article"
"A new bi-objective periodic vehicle routing problem with maximization market share in an uncertain competitive environment","Computational and Applied Mathematics","","37","2","10.1007/s40314-016-0410-0","M. AlinaghianM. GhazanfariS. Gharegozloo Hamedani","2018","http://link.springer.com/article/10.1007/s40314-016-0410-0","Article"
"The stochastic vehicle routing problem, a literature review, Part II: solution methods","EURO Journal on Transportation and Logistics","","6","4","10.1007/s13676-016-0099-7","Jorge OyolaHalvard ArntzenDavid L. Woodruff","2017","http://link.springer.com/article/10.1007/s13676-016-0099-7","Article"
"Development of a maritime transportation planning support system for car carriers based on genetic algorithm","Applied Intelligence","","36","3","10.1007/s10489-011-0278-z","Moo Hong KangHyung Rim ChoiHyun Soo KimByung Joo Park","2012","http://link.springer.com/article/10.1007/s10489-011-0278-z","Article"
"Uncertainty modeling in multi-objective vehicle routing problem under extreme environment","Artificial Intelligence Review","","55","8","10.1007/s10462-022-10169-6","Gia SirbiladzeHarish GargBezhan GhvaberidzeBidzina MatsaberidzeIrina KhutsishviliBidzina Midodashvili","2022","http://link.springer.com/article/10.1007/s10462-022-10169-6","Article"
"Heuristics and memetic algorithm for the two-dimensional loading capacitated vehicle routing problem with time windows","Central European Journal of Operations Research","","21","2","10.1007/s10100-011-0204-9","Selma Khebbache-HadjiChristian PrinsAlice YalaouiMohamed Reghioui","2013","http://link.springer.com/article/10.1007/s10100-011-0204-9","Article"
"Indirect search for the vehicle routing problem with pickup and delivery and time windows","OR Spectrum","","30","1","10.1007/s00291-006-0072-1","Ulrich DerigsThomas Döhmer","2008","http://link.springer.com/article/10.1007/s00291-006-0072-1","Article"
"Using the vehicle routing problem for the transportation of hazardous materials","Operational Research","","1","1","10.1007/BF02936400","CD. TarantilisC. T. Kiranoudis","2001","http://link.springer.com/article/10.1007/BF02936400","Article"
"Vehicle routing: historical perspective and recent contributions","EURO Journal on Transportation and Logistics","","2","1 - 2","10.1007/s13676-013-0020-6","Gilbert LaportePaolo TothDaniele Vigo","2013","http://link.springer.com/article/10.1007/s13676-013-0020-6","Article"
"The vehicle routing problem: A book review","Quarterly Journal of the Belgian, French and Italian Operations Research Societies","","1","2","10.1007/s10288-003-0013-7","Francesco Maffioli","2003","http://link.springer.com/article/10.1007/s10288-003-0013-7","Article"
"Supporting multi-depot and stochastic waste collection management in clustered urban areas via simulation–optimization","Journal of Simulation","","11","1","10.1057/s41273-016-0002-4","A GrulerC FikarA A JuanP HirschC Contreras-Bolton","2017","http://link.springer.com/article/10.1057/s41273-016-0002-4","Article"
"A dial-a-ride problem using private vehicles and alternative nodes","Journal on Vehicle Routing Algorithms","","2","1 - 4","10.1007/s41604-019-00014-5","D. BrevetC. DuhamelM. IoriP. Lacomme","2019","http://link.springer.com/article/10.1007/s41604-019-00014-5","Article"
"Development of an Algorithm for Optimal Demand Responsive Relocatable Feeder Transit Networks Serving Multiple Trains and Stations","Urban Rail Transit","","5","3","10.1007/s40864-019-00109-z","Young-Jae LeeMana MeskarAmirreza NickkarSina Sahebi","2019","http://link.springer.com/article/10.1007/s40864-019-00109-z","Article"
"ParadisEO-MO: from fitness landscape analysis to efficient local search algorithms","Journal of Heuristics","","19","6","10.1007/s10732-013-9228-8","J. HumeauA. LiefoogheE. -G. TalbiS. Verel","2013","http://link.springer.com/article/10.1007/s10732-013-9228-8","Article"
"Application of a hybrid simulated annealing-mutation operator to solve fuzzy capacitated location-routing problem","The International Journal of Advanced Manufacturing Technology","","67","5 - 8","10.1007/s00170-012-4609-y","Farhaneh GolozariAzizollah JafariMaghsoud Amiri","2013","http://link.springer.com/article/10.1007/s00170-012-4609-y","Article"
"Heuristics for an oil delivery vehicle routing problem","Flexible Services and Manufacturing Journal","","26","4","10.1007/s10696-012-9169-9","Eric Prescott-GagnonGuy DesaulniersLouis-Martin Rousseau","2014","http://link.springer.com/article/10.1007/s10696-012-9169-9","Article"
"GMMA: GPU-based multiobjective memetic algorithms for vehicle routing problem with route balancing","Applied Intelligence","","49","1","10.1007/s10489-018-1210-6","Zizhen ZhangYuyan SunHong XieYi TengJiahai Wang","2019","http://link.springer.com/article/10.1007/s10489-018-1210-6","Article"
"A 2-phase approach for planning of hazardous waste collection using an unmanned aerial vehicle","4OR","","21","4","10.1007/s10288-022-00526-0","Jihene KaabiYoussef HarrathAmine MahjoubNabil HewahiKhadija Abdulsattar","2023","http://link.springer.com/article/10.1007/s10288-022-00526-0","Article"
"Bayesian hierarchical multi-objective optimization for vehicle parking route discovery","Innovations in Systems and Software Engineering","","17","2","10.1007/s11334-020-00373-4","Romit S. BeedSunita SarkarArindam Roy","2021","http://link.springer.com/article/10.1007/s11334-020-00373-4","Article"
"Frontiers and trends of supply chain optimization in the age of industry 4.0: an operations research perspective","Annals of Operations Research","","","","10.1007/s10479-024-05879-9","Zhitao XuAdel ElomriRoberto BaldacciLaoucine KerbacheZhenyong Wu","2024","http://link.springer.com/article/10.1007/s10479-024-05879-9","Article"
"Local Search for Vehicle Routing and Scheduling Problems: Review and Conceptual Integration","Journal of Heuristics","","11","4","10.1007/s10732-005-1997-2","Birger FunkeTore GrünertStefan Irnich","2005","http://link.springer.com/article/10.1007/s10732-005-1997-2","Article"
"Data mining-based firefly algorithm for green vehicle routing problem with heterogeneous fleet and refueling constraint","Artificial Intelligence Review","","56","7","10.1007/s10462-022-10336-9","J. BehnamianM. GhadimiM. Farajiamiri","2023","http://link.springer.com/article/10.1007/s10462-022-10336-9","Article"
"A hybrid algorithm for the vehicle routing problem with three-dimensional loading constraints and mixed backhauls","Journal of Scheduling","","23","1","10.1007/s10951-019-00625-7","Henriette KochMaximilian SchlögellAndreas Bortfeldt","2020","http://link.springer.com/article/10.1007/s10951-019-00625-7","Article"
"The Two Echelon Open Vehicle Routing Problem: Optimization of Crowdshipping Based Parcel Delivery","KSCE Journal of Civil Engineering","","26","9","10.1007/s12205-022-1948-6","Xue WuDawei HuBingshan MaRuisen Jiang","2022","http://link.springer.com/article/10.1007/s12205-022-1948-6","Article"
"Modeling cost-delivery trade-offs for distribution logistics by a generalized PVRP model","Journal of Business Economics","","83","7","10.1007/s11573-013-0678-0","Andrea KurzGünther Zäpfel","2013","http://link.springer.com/article/10.1007/s11573-013-0678-0","Article"
"Genetic-based algorithms for cash-in-transit multi depot vehicle routing problems: economic and environmental optimization","Environment, Development and Sustainability","","25","1","10.1007/s10668-021-02066-9","Xianlong GeYuanzhi JinLong Zhang","2023","http://link.springer.com/article/10.1007/s10668-021-02066-9","Article"
"A Systematic Review on Bat Algorithm: Theoretical Foundation, Variants, and Applications","Archives of Computational Methods in Engineering","","29","5","10.1007/s11831-021-09673-9","Tarun AgarwalVijay Kumar","2022","http://link.springer.com/article/10.1007/s11831-021-09673-9","Article"
"Enhanced solution representations for vehicle routing problems with split deliveries","Frontiers of Engineering Management","","10","3","10.1007/s42524-023-0259-z","Wenbin ZhuZhuoran AoRoberto BaldacciHu QinZizhen Zhang","2023","http://link.springer.com/article/10.1007/s42524-023-0259-z","Article"
"A bi-objective two-echelon pollution routing problem with simultaneous pickup and delivery under multiple time windows constraint","OPSEARCH","","58","4","10.1007/s12597-020-00481-6","Arjun PaulRavi Shankar KumarChayanika RoutAdrijit Goswami","2021","http://link.springer.com/article/10.1007/s12597-020-00481-6","Article"
"Solution strategies for the vehicle routing problem with backhauls","Optimization Letters","","14","8","10.1007/s11590-020-01564-5","Anand SubramanianEduardo Queiroga","2020","http://link.springer.com/article/10.1007/s11590-020-01564-5","Article"
"Simulated annealing for the vehicle routing problem with two-dimensional loading constraints","Flexible Services and Manufacturing Journal","","22","1 - 2","10.1007/s10696-010-9061-4","Stephen C. H. LeungJiemin ZhengDefu ZhangXiyue Zhou","2010","http://link.springer.com/article/10.1007/s10696-010-9061-4","Article"
"A multi-start evolutionary local search for the one-commodity pickup and delivery traveling salesman problem","Annals of Operations Research","","316","2","10.1007/s10479-020-03789-0","Juan D. PalacioJuan Carlos Rivera","2022","http://link.springer.com/article/10.1007/s10479-020-03789-0","Article"
"Hybrid Metaheuristics for the Vehicle Routing Problem with Stochastic Demands","Journal of Mathematical Modelling and Algorithms","","5","1","10.1007/s10852-005-9033-y","Leonora BianchiMauro BirattariMarco ChiarandiniMax ManfrinMonaldo MastrolilliLuis PaqueteOlivia Rossi-DoriaTommaso Schiavinotto","2006","http://link.springer.com/article/10.1007/s10852-005-9033-y","Article"
"A Variable Neighborhood Search for the Multi Depot Vehicle Routing Problem with Time Windows","Journal of Heuristics","","10","6","10.1007/s10732-005-5432-5","Michael PolacekRichard F. HartlKarl DoernerMarc Reimann","2004","http://link.springer.com/article/10.1007/s10732-005-5432-5","Article"
"Solving the Truck and Trailer Routing Problem with Fuzzy Constraints","International Journal of Computational Intelligence Systems","","8","4","10.1080/18756891.2015.1046330","Isis TorresCarlos CruzJosé L. Verdegay","2015","http://link.springer.com/article/10.1080/18756891.2015.1046330","Article"
"Hybrid adaptive large neighborhood search algorithm for the mixed fleet heterogeneous dial-a-ride problem","Journal of Heuristics","","26","1","10.1007/s10732-019-09424-x","Mohamed Amine MasmoudiManar HosnyEmrah DemirErwin Pesch","2020","http://link.springer.com/article/10.1007/s10732-019-09424-x","Article"
"An ant colony system approach for fuzzy traveling salesman problem with time windows","The International Journal of Advanced Manufacturing Technology","","50","9 - 12","10.1007/s00170-010-2562-1","Hassan SarhadiKeivan Ghoseiri","2010","http://link.springer.com/article/10.1007/s00170-010-2562-1","Article"
"A new truck-drone routing problem for parcel delivery by considering energy consumption and altitude","Annals of Operations Research","","","","10.1007/s10479-023-05381-8","Maryam MomeniS. M. J. Mirzapour Al-e-HashemAli Heidari","2023","http://link.springer.com/article/10.1007/s10479-023-05381-8","Article"
"A new mathematical modeling and a genetic algorithm search for milk run problem (an auto industry supply chain case study)","The International Journal of Advanced Manufacturing Technology","","44","1 - 2","10.1007/s00170-008-1648-5","S. J. SadjadiM. JafariT. Amini","2009","http://link.springer.com/article/10.1007/s00170-008-1648-5","Article"
"Using Experimental Design to Find Effective Parameter Settings for Heuristics","Journal of Heuristics","","7","1","10.1023/A:1026569813391","Steven P. CoyBruce L. GoldenGeorge C. RungerEdward A. Wasil","2001","http://link.springer.com/article/10.1023/A%3A1026569813391","Article"
"A GIS-Based Optimization Framework for Competitive Multi-Facility Location-Routing Problem","Networks and Spatial Economics","","10","3","10.1007/s11067-009-9127-6","Burcin BozkayaSeda YanikSelim Balcisoy","2010","http://link.springer.com/article/10.1007/s11067-009-9127-6","Article"
"A new tabu search heuristic for the open vehicle routing problem","Journal of the Operational Research Society","","56","3","10.1057/palgrave.jors.2601817","Z FuR EgleseL Y O Li","2005","http://link.springer.com/article/10.1057/palgrave.jors.2601817","Article"
